Title,Description,Offer Semester,Lecturers,Assessments,Workload
"""CCST9074 – Water: Resources, Policy and Technology""","This course is under the thematic cluster(s) of:Water is essential for sustaining human life. Its true value, however, is not fully reflected in its “price tag” in many economies, so long-term water sustainability has been often compromised. Learning to strengthen interdisciplinary dialogues and to nurture intersectoral collaborations are essential to achieving global and local water sustainability goals. In order to help us better address this dilemma by creating new practices, this course will provide students with a comprehensive understanding of the technologies, policies, and institutional frameworks relating to water in a cross-cultural and cross-sectoral context.The contents and the pedagogical approach of this course are purposefully designed to:[A field trip will be organized during the Reading Week.]",Second semester (Wed),"- Professor X.Y. Li Department of Civil Engineering, Faculty of Engineering: Tel: 2859 2659 Email: xlia@hku.hk
- Professor X.Y. Li Department of Civil Engineering, Faculty of Engineering: Tel: 2859 2659 Email: xlia@hku.hk
- Dr. F.Y.S. Lee Department of Geography, Faculty of Social Sciences: Tel: 3910 2403 Email: leey@hku.hk
","- Tutorial participation: 10
- Fieldwork report: 20
- Case study: 40
- Oral presentation: 10
- Journal writing: 20","- Lectures: 24
- Tutorials: 10
- Fieldwork / Visits: 3
- Reading / Self-study: 45
- Assessment: Assignments: 23
- Assessment: Presentation (incl preparation): 15
- Total: 120"
"""CCHU9021 – Critical Thinking in Contemporary Society""","This course is under the thematic cluster(s) of:The aim of this course is to introduce students to the basic concepts and techniques of critical thinking as these apply to life in contemporary society. The course covers fundamental logical notions crucial to critical thinking, including the notions of argument, sound reasoning, and rationality. In addition, the course will cover social, legal, consumer, and health issues, along with issues in the public understanding of science, medicine, and the environment. Special emphasis will be placed on understanding the role of critical thinking in scientific investigation and how critical thinking applies in philosophical investigations of the nature of value. The course will train students in both theoretical knowledge and practical skills essential to a well-rounded liberal education, and to life as a thinking citizen in contemporary society.",Second semester (Wed),"- Dr A.C.S. Chin School of Humanities (Philosophy), Faculty of Arts: Tel: 3917 2796 Email: arthurc1@hku.hk
- Dr A.C.S. Chin School of Humanities (Philosophy), Faculty of Arts: Tel: 3917 2796 Email: arthurc1@hku.hk
","- Tutorial participation: 10
- In-class tests: 60
- Group project: 30","- Lectures: 24
- Tutorials: 12
- Reading / Self-study: 50
- Assessment: Group project (incl preparation): 10
- Assessment: Essay: 15
- Assessment: In-class test (incl preparation): 12
- Total: 123"
"""CCGL9007 – Youth in a Global World""","This course is under the thematic cluster(s) of:This course facilitates students as “young people” to be more aware of the interconnectedness of the world and to critically assess how globalization influences different aspects of young people’s daily lives. It also analyzes the proactive and positive role youth can play in the changing world, and provides students with an opportunity to propose how young people as global citizens can and should respond to transformations brought about by globalization. Various social issues or specific areas of youth global trends such as consumerism, transnationalism, cosmopolitanism and digitalism that confront young people in their everyday life will be examined in a systematic manner. By doing so, students will critically evaluate what global citizenship should entail in order to reduce inequality and promote care for human rights as well as human dignity in today’s global community.",Course will be offered twice:,"- First Semester: 
- Dr B.M.F. Law Department of Social Work and Social Administration, Faculty of Social Sciences: Tel: 3917 7483 Email: blaw@hku.hk
- Second Semester: 
- Dr H. Muhammad Department of Social Work and Social Administration, Faculty of Social Sciences: Tel: 3917 2076 Email: mhafiz@hku.hk
- First Semester: 
- Dr B.M.F. Law Department of Social Work and Social Administration, Faculty of Social Sciences: Tel: 3917 7483 Email: blaw@hku.hk
- Second Semester: 
- Dr H. Muhammad Department of Social Work and Social Administration, Faculty of Social Sciences: Tel: 3917 2076 Email: mhafiz@hku.hk
","- Group presentation: 25
- In-class quizzes: 25
- Tutorial participation: 20
- Individual essay: 30","- Lectures: 24
- Tutorials: 8
- Reading / Self-study: 40
- Assessment: Essay / Report writing: 40
- Assessment: Group presentation (incl preparation): 20
- Total: 132"
"""CCST9084 – From Ancient Remedies to Modern Medicine: A Historical Perspective on Health Technology""","This course is under the thematic cluster(s) of:This course is a comprehensive overview of the history and evolution of health technology and well-being, from ancient times to the present day, and into the future. It provides students with a deep understanding of the way how technology has impacted the delivery of medical care and the improvement of health outcomes, and how these trends are likely to continue.The course begins by exploring ancient medical practices. It then moves on to examine the evolution of surgical techniques and medical tools, and the impact of these advancements on modern medicine.In the present day, the course covers the latest developments in medical technology, and the impact of these technologies on healthcare delivery and patient outcomes. The course will also discuss the future of healthcare delivery, including the potential for new models of care to transform the healthcare industry and the impact of technological advances on the future of health technology and well-being. Through a blend of lectures, tutorials, and field trips, students will gain a broad understanding of the history, present and future of health technology and well-being, and the skills they need to succeed in a rapidly changing healthcare landscape.",First semester (Wed),"- Dr T.M. Wong Department of Orthopaedics and Traumatology, LI Ka Shing Faculty of Medicine: Tel: 2255 4581 Email: wongtm@hku.hk
- Dr T.M. Wong Department of Orthopaedics and Traumatology, LI Ka Shing Faculty of Medicine: Tel: 2255 4581 Email: wongtm@hku.hk
- Dr C.Y. Lam Department of Orthopaedics and Traumatology, LI Ka Shing Faculty of Medicine: Tel: 2255 5228 Email: lamclive@hku.hk
- Dr Janus S.H. Wong Department of Orthopaedics and Traumatology, LI Ka Shing Faculty of Medicine: Tel: 2255 4581 Email: januswong@connect.hku.hk
","- Field Trip report: 15
- Lecture and tutorial participation: 30
- Poster presentation: 40
- Short essay: 15","- Lectures: 24
- Tutorials: 8
- Fieldwork / Visits: 16
- Reading / Self-study: 30
- Assessment: Group poster production and presentation: 24
- Assessment: Essay / Report writing: 22
- Total: 124"
"""CCCH9010 – Understanding China’s Governance: Challenges and Prospects""","In order to understand the prospect of China’s quest for modernity, this course examines the key governance challenges that have emerged during its transition from a socialist system to a new form of developmental authoritarianism. The course has three parts. Part I introduces contending analytical perspectives on the political economy of development, such as the gradualist reform model, the developmental state model and the authoritarian resilience model. Part II first analyzes the causes, scale and dynamics of several governance challenges facing contemporary China, namely legitimacy challenges, regulatory challenges, distributive challenges and external challenges, and then examines the policies of the Chinese state in tackling these critical issues and applies the different analytical perspectives in interpreting such efforts. Part III concludes the course by comparing the developmental trajectories and experiences in China with those in other developing countries.",Second semester (Wed),"- Dr X. Wang Department of Politics and Public Administration, Faculty of Social Sciences: Tel: 3917 4371 Email: xqbwang@hku.hk
- Dr X. Wang Department of Politics and Public Administration, Faculty of Social Sciences: Tel: 3917 4371 Email: xqbwang@hku.hk
","- Tutorial participation: 25
- Presentation: 10
- Short paper assignment: 35
- In-class test: 30","- Lectures: 24
- Tutorials: 12
- Reading / Self-study: 65
- Assessment: Essay writing: 45
- Assessment: Presentation (incl preparation): 14
- Total: 160"
"""CCHU9083 – Spiritual, not Religious: Technologies of the Soul""","This course is under the thematic cluster(s) of:This course explores the question of what it means to be “spiritual,” but not “religious”, in a secular age. We will explore fundamental theories about religion and secularism in modernity and case studies of spirituality that reflect and confound these categories. Our exploration of ideas and practices that distinguish spirituality from organized religion will begin with early esoteric and “New Age” movements of the late 19th and early 20th Century such as Theosophy, Anthroposophy and the self-realization fellowship of Paramahansa Yogananda as a foundation for modern movements of spirituality in the era of the “disenchantment the world” and what Nietzsche called the “death of God.” The course will then pursue more recent forms of spiritualities in North America, Europe, and Asia. Students will learn to analyse the modern search for meanings and the desire for belonging and ecstatic experience amidst a complex landscape of pluralism, secularism and post-colonialism. In a moment where kindness performance indicators are in decline and where community has been displaced by isolation and even depression, an exploration of the human search for higher values is a critical tool for contemporary analysis.",First semester (Wed),"- Dr A.J. Sacks School of Humanities (History), Faculty of Arts: Tel: 3917 2897 Email: adamjs@hku.hk
- Dr A.J. Sacks School of Humanities (History), Faculty of Arts: Tel: 3917 2897 Email: adamjs@hku.hk
","- In-class quizzes: 10
- Individual portfolio: 20
- Creative group project and audio-visual presentation: 20
- Group project and presentation: 20
- Participation in lectures and tutorials: 30","- Lectures: 24
- Tutorials: 10
- Reading / Self-study: 38
- Assessment: Essay / Report writing: 30
- Assessment: Presentation (incl preparation): 20
- Assessment: In-class quizzes: 10
- Total: 132"
"""CCGL9025 – The Political Economy of Growth and Poverty in the World""","This course is under the thematic cluster(s) of:This course studies how poor nations have alleviated poverty through economic growth and why inequality continues to persist in rich nations. We examine closely how empirical evidence is used to arrive at robust findings of falling inequality globally, but rising inequality within nations. Simple economic ideas on economic growth, international trade and investments are learned and used to explain why the spread of markets and economic globalization has fostered growth and reduced poverty in many poor nations. We also examine why some poor nations have failed to grow and remain mired in poverty. We also consider why poverty has not been eliminated in rich countries and why inequality has increased in recent decades. The role of human capital investments, technological advances, and political economy factors are introduced and used to investigate the experiences of the rich economies, including Hong Kong.The course helps students to:Students are introduced to examples of how political processes in one nation can impact development outcomes in another nation. They study how political processes interacting with economic processes at local, national, and global levels can lead to great variations in development outcomes.",First semester (Wed),"- Dr V.W.H. Yuen Faculty of Business and Economics (Economics): Tel: 3917 1287 Email: yuenvera@hku.hk
- Dr V.W.H. Yuen Faculty of Business and Economics (Economics): Tel: 3917 1287 Email: yuenvera@hku.hk
","- Written paper: 25
- Examination: 50
- Simulation: 10
- Participation in lectures and tutorials: 15","- Lectures: 20
- Tutorials: 8
- Interactive games: 6
- Reading / Self-study: 52
- Preparation of case/data analysis for tutorials: 8
- Assessment: Written paper: 24
- Assessment: Examination: 2
- Total: 120"
"""CCHU9018 – Art and Ideas: East and West""","This course is under the thematic cluster(s) of:This course is about ideas that are related to art, art history and visual culture across cultural boundaries of “the East” and “the West”. It is designed to explore ideas about art, such as how art functions in various societies and its meanings. It will examine artistic traditions, the functions of art and its institutions such as patronage, art market, and roles of the artist across cultures, and will challenge assumptions about separation of cultural realms into eastern and western areas. The course will explore key monuments and concepts that shaped artistic traditions, techniques, and media and continue to define today’s international visual environment.Art as a concept belongs to all cultures, and deploys similar strategies to create meaning. Through the application of linguistic theories, the course will look at strategies of art production and consider the meanings of certain works of art within specific cultural and historical situations. It aims to develop the skills of asking questions of a work of art and using historical knowledge along with some careful looking to answer these questions. Students will encounter works of art, not necessarily in chronological order, but connected together by common themes.",First semester (Wed),"- Dr R.L. Hammers School of Humanities (Art History), Faculty of Arts: Tel: 3917 2612 Email: rhammers@hku.hk
- Dr R.L. Hammers School of Humanities (Art History), Faculty of Arts: Tel: 3917 2612 Email: rhammers@hku.hk
","- In-class tests: 40
- Tutorial discussions: 20
- First paper: 20
- Second paper: 20","- Lectures: 24
- Tutorials: 9
- Reading / Self-study: 100
- Assessment: Essay / Report writing: 20
- Assessment: In-class test (incl preparation): 15
- Total: 168"
"""CCGL9014 – Thinking about Global Ethics""","This course is under the thematic cluster(s) of:This course provides, against the background of some of the most significant global problems and concerns, an introduction to some of the main moral issues in international affairs, such as ethical universalism vs. particularism and cultural relativism; the (real or perceived) tension between nationalism or patriotism on the one hand and cosmopolitanism on the other; global distributive justice; moral issues in the context of pollution and climate change; individual responsibility in a global context; and the (real or perceived) tension between human rights and international (criminal) law on the one hand and national sovereignty/self-determination on the other. At the end of the course, students should have an overview of some of the most important debates about global ethics and be able to make use of some of the most advanced philosophical theories in assessing the issues involved.",Second semester (Wed),"- Dr U.B. Steinhoff Department of Politics and Public Administration, Faculty of Social Sciences: Tel: 3917 1927 Email: ustnhoff@hku.hk
- Dr U.B. Steinhoff Department of Politics and Public Administration, Faculty of Social Sciences: Tel: 3917 1927 Email: ustnhoff@hku.hk
","- Term essay: 60
- Tutorial participation: 40","- Lectures: 24
- Tutorials: 10
- Reading / Self-study: 100
- Assessment: Essay / Report writing: 15
- Total: 149"
"""CCHU9022 – Journey into Madness: Conceptions of Mental Health and Mental Illness""","This course is under the thematic cluster(s) of: Course DescriptionPortrayed by mass media, there is an exaggerated link between mental illness and violence. Mental illness is often considered as an adversary that should be dealt with by medical professionals. Challenging this monopolized medical discourse on mental illness, this course aims to expand the students’ view to appreciate how mental illness has been psychologically influenced, socially constructed and policed, as well as culturally shaped. Coupling biochemistry’s knowledge of mental illness with self-reflections, students are expected to develop a critical and comprehensive understanding of mental illness and mental health. With the use of experiential exercises, case studies, and film viewing, students will be further encouraged to scrutinize mental health issues in their daily lives. As there is a growing number of individuals challenged by mental illnesses both locally and internationally, students will have high chance of encountering an individual with mental illnesses in their social circles, workplaces or even family in the future. The development of a comprehensive and critical view towards mental illnesses will definitely prepare them to face this future challenge.[All students will be required to plan and organize a compulsory experiential learning activity for service users at a mental health agency/setting during Reading Week. The experiential activity is compulsory and if interested students foresee that they cannot commit to this, they should not be enrolling in this course. Depending on the pandemic the activity may be shifted online.]Course Learning OutcomesOn completing the course, students will be able to:Describe conceptions of mental health and mental illness.Critically appraise the contributions and limitations of the various conceptions of mental health and mental illness.Understand how certain mental health issues have been conceived and defined through a dynamic interplay of various biomedical, psychological, sociological and cultural perspectives.Develop cultural sensitivity towards intercultural differences in understanding and responding to issues in mental health and mental illness.Offer Semester and Day of TeachingFirst semester (Wed)Portrayed by mass media, there is an exaggerated link between mental illness and violence. Mental illness is often considered as an adversary that should be dealt with by medical professionals. Challenging this monopolized medical discourse on mental illness, this course aims to expand the students’ view to appreciate how mental illness has been psychologically influenced, socially constructed and policed, as well as culturally shaped. Coupling biochemistry’s knowledge of mental illness with self-reflections, students are expected to develop a critical and comprehensive understanding of mental illness and mental health. With the use of experiential exercises, case studies, and film viewing, students will be further encouraged to scrutinize mental health issues in their daily lives. As there is a growing number of individuals challenged by mental illnesses both locally and internationally, students will have high chance of encountering an individual with mental illnesses in their social circles, workplaces or even family in the future. The development of a comprehensive and critical view towards mental illnesses will definitely prepare them to face this future challenge.[All students will be required to plan and organize a compulsory experiential learning activity for service users at a mental health agency/setting during Reading Week. The experiential activity is compulsory and if interested students foresee that they cannot commit to this, they should not be enrolling in this course. Depending on the pandemic the activity may be shifted online.]",First semester (Wed),"- Dr P.W.C. Wong Department of Social Work and Social Administration, Faculty of Social Sciences: Tel: 3917 5029 Email: paulw@hku.hk
- Dr P.W.C. Wong Department of Social Work and Social Administration, Faculty of Social Sciences: Tel: 3917 5029 Email: paulw@hku.hk
","- Tutorial presentation and participation: 30
- Reflection paper: 10
- Individual essay: 30
- Group project: 30","- Lectures: 24
- Tutorials: 8
- Fieldwork / Visits: 7
- Reading / Self-study: 50
- Assessment: Presentation (incl preparation): 8
- Assessment: Essay / Report writing: 40
- Total: 137"
"""CCHU9056 – Virtual Worlds, Real Bodies""","This course is under the thematic cluster(s) of:How have modern virtual reality technologies (VR) shaped and influenced the way we perceive reality, communicate and interact with each other, and with the world? In what ways do these cyber machines play a part in diminishing the physical barrier between the human body and the external world, and extending our living experiences across space and time, thereby transcending geographical, cultural and knowledge boundaries? And how do these experiences differ from the traditional communication mediums? By engaging students on an explorative journey of the emergence and development of VR in our modern societies, and giving them hands-on practice in creating their own virtual worlds, this course encourages students to reflect, evaluate and contemplate from multiple perspectives on how modern computer and digital technologies “inhabit” our bodies, and the world. Through realizing how our physical bodies have come to embody such technologies and making them an inseparable part of our everyday realities, we thereby expand the horizon of human experiences and meaning making. And ultimately, through grasping the notion of techno-embodiment, students are expected to raise and attempt to answer the philosophical and ethical questions of what technologies can and cannot do, and should and should not do in creating new human living experiences.",First semester (Wed),"- Dr Y. H. Kuo Department of Industrial and Manufacturing Systems Engineering, Faculty of Engineering: Tel: 2859 7056 Email: yhkuo@hku.hk
- Dr Y. H. Kuo Department of Industrial and Manufacturing Systems Engineering, Faculty of Engineering: Tel: 2859 7056 Email: yhkuo@hku.hk
","- Individual assignments: 25
- Group project: 50
- In-class participation: 25","- Lectures: 24
- Tutorials: 11
- Reading / Self-study: 30
- Assessment: Essay / Report writing: 30
- Assessment: Group project presentation (incl preparation): 55
- Total: 150"
"""CCGL9042 – The Evolution of Civilization""","This course is under the thematic cluster(s) of:[This is a certified Communication-intensive (CI) Course which meets all of the requirements endorsed by HKU’s Senate, including (i) the teaching assessment of oral and digital communication ‘literacies’; and (ii) at least 40% of the course grade assigned to communication-rich assessment tasks.]This course will draw on economics, evolutionary theory, and psychology to address the key issues:The theme of this course is that natural selection is a useful framework for understanding how humans have progressed from subsisting in relatively isolated groups to where individuals are highly specialized in their productive efforts and highly integrated with the entire world through globalization. The course will explore how this progression may be the result of genetic selection, but likely more the result of selection acting on ideas, or memes, rather than genes, but in an analogous manner.Through an understanding of human evolution, the origin of economic development will be explored. Combined with the psychological perspective of understanding the individual, we attempt to shed light on how complex civilization has come into existence. Lectures will ask one or two main scientific questions and then focus on answering them, showing the types of evidence that can be used to address the question and the logical progression of ideas.","Course will be offered twice:
Section 1 – First semester (Wed); Section 2 – Second semester (Wed)","- Dr L.W. Baum Department of Psychiatry, Li Ka Shing Faculty of Medicine: Tel: 2831 5106 Email: lwbaum@hku.hk
- Dr L.W. Baum Department of Psychiatry, Li Ka Shing Faculty of Medicine: Tel: 2831 5106 Email: lwbaum@hku.hk
","- Class discussion: 30
- Presentation: 40
- In-class quizzes: 30","- Lectures: 24
- Tutorials: 12
- Reading / Self-study: 64
- Assessment: Presentation (incl preparation): 20
- Total: 120"
